,Reference,Tagged Entity,Class,Start position,End position,ToposText ID
285,urn:cts:latinLit:phi0978.phi001:4.9.1,Tiryns,['place'],468,474,https://topostext.org/place/376228PTir
286,urn:cts:latinLit:phi0978.phi001:4.9.1,Mantinea,['place'],500,508,https://topostext.org/place/376224UMan
287,urn:cts:latinLit:phi0978.phi001:4.9.1,Artemius,['place'],529,537,https://topostext.org/place/376225LArt
288,urn:cts:latinLit:phi0978.phi001:4.9.1,Apesantus,['place'],539,548,https://topostext.org/place/379227LApe
289,urn:cts:latinLit:phi0978.phi001:4.9.1,Asterion,,550,558,https://topostext.org/people/2279
290,urn:cts:latinLit:phi0978.phi001:4.9.1,Niobe,,632,637,https://topostext.org/people/479
291,urn:cts:latinLit:phi0978.phi001:4.9.1,Amymone,,639,646,https://topostext.org/people/1146
292,urn:cts:latinLit:phi0978.phi001:4.9.1,Psamathe,,652,660,https://topostext.org/people/2133
293,urn:cts:latinLit:phi0978.phi001:4.9.2,Scyllaion,['place'],14,23,https://topostext.org/place/374235LSky
294,urn:cts:latinLit:phi0978.phi001:4.9.2,Isthmus of Corinth,['place'],31,49,https://topostext.org/place/379230LIst
295,urn:cts:latinLit:phi0978.phi001:4.9.2,Hermione,['place'],104,112,https://topostext.org/place/374232UHer
296,urn:cts:latinLit:phi0978.phi001:4.9.2,Troezen,['place'],114,121,https://topostext.org/place/375234PTro
297,urn:cts:latinLit:phi0978.phi001:4.9.2,Coryphasium,['place'],123,134,https://topostext.org/place/370217LKor
298,urn:cts:latinLit:phi0978.phi001:4.9.2,Argos,['place'],140,145,https://topostext.org/place/376227PArg
299,urn:cts:latinLit:phi0978.phi001:4.9.2,Inachian,['demonym'],165,173,https://topostext.org/place/378228WIna
300,urn:cts:latinLit:phi0978.phi001:4.9.2,Argos,['place'],196,201,https://topostext.org/place/376227PArg
301,urn:cts:latinLit:phi0978.phi001:4.9.2,Schoenites,['ethnic'],226,236,https://topostext.org/place/384234USch
302,urn:cts:latinLit:phi0978.phi001:4.9.2,Saronic,['place'],246,253,https://topostext.org/place/378237WSar
303,urn:cts:latinLit:phi0978.phi001:4.9.2,Epidaurus,['place'],427,436,https://topostext.org/place/376232PEpi
304,urn:cts:latinLit:phi0978.phi001:4.9.2,temple,['place'],453,459,https://topostext.org/place/376231SAsk
305,urn:cts:latinLit:phi0978.phi001:4.9.2,Aesculapius,,463,474,https://topostext.org/people/114
306,urn:cts:latinLit:phi0978.phi001:4.9.2,Spiraion,['place'],494,502,https://topostext.org/place/378232LSpi
307,urn:cts:latinLit:phi0978.phi001:4.9.2,Anthedus,['place'],516,524,https://topostext.org/place/378232HAnt
308,urn:cts:latinLit:phi0978.phi001:4.9.2,Bucephalus,['place'],526,536,https://topostext.org/place/378231UBou
309,urn:cts:latinLit:phi0978.phi001:4.9.2,Cenchreae,['place'],547,556,https://topostext.org/place/379230HKen
310,urn:cts:latinLit:phi0978.phi001:4.9.2,Isthmus,['place'],600,607,https://topostext.org/place/379230LIst
311,urn:cts:latinLit:phi0978.phi001:4.9.2,temple,['place'],618,624,https://topostext.org/place/379230SPoT
312,urn:cts:latinLit:phi0978.phi001:4.9.2,Neptune,,628,635,https://topostext.org/people/25
313,urn:cts:latinLit:phi0978.phi001:4.9.2,Peloponnesus,['place'],749,761,https://topostext.org/place/375222RPel
314,urn:cts:latinLit:phi0978.phi001:4.9.2,Sicilian,['demonym'],858,866,https://topostext.org/place/376145RSic
315,urn:cts:latinLit:phi0978.phi001:4.9.2,Cretan,['demonym'],896,902,https://topostext.org/place/352252IKre
316,urn:cts:latinLit:phi0978.phi001:4.9.2,Aegean,['place'],924,930,https://topostext.org/place/381253WAeg
317,urn:cts:latinLit:phi0978.phi001:4.9.2,Myrtoan,['demonym'],955,962,https://topostext.org/place/370240WMyr
318,urn:cts:latinLit:phi0978.phi001:4.9.2,Megara,['place'],1013,1019,https://topostext.org/place/380233PMeg
319,urn:cts:latinLit:phi0978.phi001:4.9.2,Attica,['place'],1049,1055,https://topostext.org/place/379239RAtt
320,urn:cts:latinLit:phi0978.phi001:4.10.1,Arcadia,['place'],68,75,https://topostext.org/place/375223RArk
321,urn:cts:latinLit:phi0978.phi001:4.10.1,Arcadia,['place'],197,204,https://topostext.org/place/375223RArk
322,urn:cts:latinLit:phi0978.phi001:4.10.1,Psophis,['place'],210,217,https://topostext.org/place/379219PPso
323,urn:cts:latinLit:phi0978.phi001:4.10.1,Mantinea,['place'],219,227,https://topostext.org/place/376224UMan
324,urn:cts:latinLit:phi0978.phi001:4.10.1,Stymphalus,['place'],229,239,https://topostext.org/place/379225PSty
325,urn:cts:latinLit:phi0978.phi001:4.10.1,Tegea,['place'],241,246,https://topostext.org/place/375224PTeg
326,urn:cts:latinLit:phi0978.phi001:4.10.1,Orchomenus,['place'],259,269,https://topostext.org/place/377223POrc
327,urn:cts:latinLit:phi0978.phi001:4.10.1,Pheneum,['place'],271,278,https://topostext.org/place/379223PPhe
328,urn:cts:latinLit:phi0978.phi001:4.10.1,Palantium,['place'],280,289,https://topostext.org/place/375223PPal
329,urn:cts:latinLit:phi0978.phi001:4.10.1,Palatium,,306,314,https://topostext.org/people/3651
330,urn:cts:latinLit:phi0978.phi001:4.10.1,Rome,['place'],318,322,https://topostext.org/place/419125PRom
331,urn:cts:latinLit:phi0978.phi001:4.10.1,Megalopolis,['place'],342,353,https://topostext.org/place/374221PMeg
332,urn:cts:latinLit:phi0978.phi001:4.10.1,Gortyna,['place'],355,362,https://topostext.org/place/351249UGor
333,urn:cts:latinLit:phi0978.phi001:4.10.1,Carnion,['place'],374,381,https://topostext.org/place/373223WKar
334,urn:cts:latinLit:phi0978.phi001:4.10.1,Parrhasia,['place'],383,392,https://topostext.org/place/375222RPar
335,urn:cts:latinLit:phi0978.phi001:4.10.1,Thelpusa,['place'],394,402,https://topostext.org/place/377219PThe
336,urn:cts:latinLit:phi0978.phi001:4.10.1,Melaenae,['place'],404,412,https://topostext.org/place/376219UMel
337,urn:cts:latinLit:phi0978.phi001:4.10.1,Heraea,['place'],414,420,https://topostext.org/place/376219PHer
338,urn:cts:latinLit:phi0978.phi001:4.10.1,Pylae,,422,427,https://topostext.org/people/5214
339,urn:cts:latinLit:phi0978.phi001:4.10.1,Pallene,['place'],429,436,https://topostext.org/place/372223PPel
340,urn:cts:latinLit:phi0978.phi001:4.10.1,Epium,['place'],445,450,https://topostext.org/place/376218PEpe
341,urn:cts:latinLit:phi0978.phi001:4.10.1,Cynaethae,['place'],452,461,https://topostext.org/place/380221UKyn
342,urn:cts:latinLit:phi0978.phi001:4.10.1,Lepreon,['place'],463,470,https://topostext.org/place/374217PLep
343,urn:cts:latinLit:phi0978.phi001:4.10.1,Arcadia,['place'],474,481,https://topostext.org/place/375223RArk
344,urn:cts:latinLit:phi0978.phi001:4.10.1,Parthenium,['place'],483,493,https://topostext.org/place/373228LPar
345,urn:cts:latinLit:phi0978.phi001:4.10.1,Alea,['place'],495,499,https://topostext.org/place/378225PAle
346,urn:cts:latinLit:phi0978.phi001:4.10.1,Methydrium,['place'],501,511,https://topostext.org/place/376222PMet
347,urn:cts:latinLit:phi0978.phi001:4.10.1,Enispe,['place'],513,519,https://topostext.org/place/368228UEni
348,urn:cts:latinLit:phi0978.phi001:4.10.1,Macistum,['place'],521,529,https://topostext.org/place/376217UMak
349,urn:cts:latinLit:phi0978.phi001:4.10.1,Lampia,['place'],531,537,https://topostext.org/place/378218LLam
350,urn:cts:latinLit:phi0978.phi001:4.10.1,Clitorium,['place'],539,548,https://topostext.org/place/379221PKle
351,urn:cts:latinLit:phi0978.phi001:4.10.1,Kleonai,['place'],554,561,https://topostext.org/place/378228PKle
352,urn:cts:latinLit:phi0978.phi001:4.10.1,Nemea,['place'],611,616,https://topostext.org/place/378227SNem
353,urn:cts:latinLit:phi0978.phi001:4.10.2,Arcadia,['place'],27,34,https://topostext.org/place/375223RArk
354,urn:cts:latinLit:phi0978.phi001:4.10.2,Pholoe,['place'],40,46,https://topostext.org/place/378218LPho
355,urn:cts:latinLit:phi0978.phi001:4.10.2,Cyllene,['place'],78,85,https://topostext.org/place/379211PKyl
356,urn:cts:latinLit:phi0978.phi001:4.10.2,Lycaeus,['place'],87,94,https://topostext.org/place/375220SLyk
357,urn:cts:latinLit:phi0978.phi001:4.10.2,Lycaean,['place'],124,131,https://topostext.org/place/375220SLyk
358,urn:cts:latinLit:phi0978.phi001:4.10.2,Maenalus,['place'],141,149,https://topostext.org/place/377223LMai
359,urn:cts:latinLit:phi0978.phi001:4.10.2,Artemisius,['place'],151,161,https://topostext.org/place/376225LArt
360,urn:cts:latinLit:phi0978.phi001:4.10.2,Parthenius,['place'],163,173,https://topostext.org/place/373228LPar
361,urn:cts:latinLit:phi0978.phi001:4.10.2,Lampeus,['place'],175,182,https://topostext.org/place/378218LLam
362,urn:cts:latinLit:phi0978.phi001:4.10.2,Nonacris,['place'],188,196,https://topostext.org/place/380222PNon
363,urn:cts:latinLit:phi0978.phi001:4.10.2,Ladon,['place'],250,255,https://topostext.org/place/378218WLad
364,urn:cts:latinLit:phi0978.phi001:4.10.2,Pheneus,['place'],287,294,https://topostext.org/place/379223PPhe
365,urn:cts:latinLit:phi0978.phi001:4.10.2,Erymanthus,['place'],304,314,https://topostext.org/place/378218WEry
366,urn:cts:latinLit:phi0978.phi001:4.10.2,Alpheus,['place'],383,390,https://topostext.org/place/376215WAlp
367,urn:cts:latinLit:phi0978.phi001:4.10.3,Achaia,['place'],30,36,https://topostext.org/place/382219RAch
368,urn:cts:latinLit:phi0978.phi001:4.10.3,Aliphiraei,['ethnic'],72,82,https://topostext.org/place/375219PAli
369,urn:cts:latinLit:phi0978.phi001:4.10.3,Abeatae,['ethnic'],88,95,https://topostext.org/place/370221UAbi
370,urn:cts:latinLit:phi0978.phi001:4.10.3,Pyrgenses,['ethnic'],101,110,https://topostext.org/place/377214UPyr
371,urn:cts:latinLit:phi0978.phi001:4.10.3,Paroreatae,['ethnic'],116,126,https://topostext.org/place/375221UPar
372,urn:cts:latinLit:phi0978.phi001:4.10.3,Typanei,['ethnic'],180,187,https://topostext.org/place/375218UTyp
373,urn:cts:latinLit:phi0978.phi001:4.10.3,Tritienses,['ethnic'],220,230,https://topostext.org/place/380217PTri
374,urn:cts:latinLit:phi0978.phi001:4.10.3,Domitius,,232,240,https://topostext.org/people/162
375,urn:cts:latinLit:phi0978.phi001:4.10.3,Nero,,241,245,https://topostext.org/people/66
376,urn:cts:latinLit:phi0978.phi001:4.10.3,Achaia,['place'],292,298,https://topostext.org/place/382219RAch
377,urn:cts:latinLit:phi0978.phi001:4.10.3,Peloponnesus,['place'],304,316,https://topostext.org/place/375222RPel
378,urn:cts:latinLit:phi0978.phi001:4.10.3,Malea,['place'],341,346,https://topostext.org/place/364232LMal
379,urn:cts:latinLit:phi0978.phi001:4.10.3,Aegium,['place'],362,368,https://topostext.org/place/383221PAig
380,urn:cts:latinLit:phi0978.phi001:4.10.3,Corinthian Gulf,['place'],376,391,https://topostext.org/place/382226WCor
381,urn:cts:latinLit:phi0978.phi001:4.10.3,Elis,['place'],443,447,https://topostext.org/place/378214PEli
382,urn:cts:latinLit:phi0978.phi001:4.10.3,Epidaurus,['place'],451,460,https://topostext.org/place/376232PEpi
383,urn:cts:latinLit:phi0978.phi001:4.10.3,Olympia,['place'],487,494,https://topostext.org/place/376216SOly
384,urn:cts:latinLit:phi0978.phi001:4.10.3,Argos,['place'],498,503,https://topostext.org/place/376227PArg
385,urn:cts:latinLit:phi0978.phi001:4.10.3,Arcadia,['place'],513,520,https://topostext.org/place/375223RArk
386,urn:cts:latinLit:phi0978.phi001:4.10.3,Olympia,['place'],559,566,https://topostext.org/place/376216SOly
387,urn:cts:latinLit:phi0978.phi001:4.10.3,Phlious,['place'],570,577,https://topostext.org/place/378226PPhl
388,urn:cts:latinLit:phi0978.phi001:4.11.1,Isthmus,['place'],44,51,https://topostext.org/place/379230LIst
389,urn:cts:latinLit:phi0978.phi001:4.11.1,Hellas,,53,59,https://topostext.org/people/17343
390,urn:cts:latinLit:phi0978.phi001:4.11.1,Attica,['place'],140,146,https://topostext.org/place/379239RAtt
391,urn:cts:latinLit:phi0978.phi001:4.11.1,Isthmus,['place'],186,193,https://topostext.org/place/379230LIst
392,urn:cts:latinLit:phi0978.phi001:4.11.1,Megaris,['place'],229,236,https://topostext.org/place/380233PMeg
393,urn:cts:latinLit:phi0978.phi001:4.11.1,Megara,['place'],257,263,https://topostext.org/place/380233PMeg
394,urn:cts:latinLit:phi0978.phi001:4.11.1,Pagae,['place'],295,300,https://topostext.org/place/381232PPag
395,urn:cts:latinLit:phi0978.phi001:4.11.2,Peloponnesus,['place'],60,72,https://topostext.org/place/375222RPel
396,urn:cts:latinLit:phi0978.phi001:4.11.2,Hellas,,167,173,https://topostext.org/people/17343
397,urn:cts:latinLit:phi0978.phi001:4.11.2,Pagaeans,['ethnic'],190,198,https://topostext.org/place/381232PPag
398,urn:cts:latinLit:phi0978.phi001:4.11.2,Aegosthena,['place'],225,235,https://topostext.org/place/381232PAig
399,urn:cts:latinLit:phi0978.phi001:4.11.2,Megara,['place'],267,273,https://topostext.org/place/380233PMeg
400,urn:cts:latinLit:phi0978.phi001:4.11.2,Schoenos,['place'],309,317,https://topostext.org/place/379230USch
401,urn:cts:latinLit:phi0978.phi001:4.11.2,Sidus,['place'],332,337,https://topostext.org/place/379231USid
402,urn:cts:latinLit:phi0978.phi001:4.11.2,Cremmyon,['place'],342,350,https://topostext.org/place/380231UKro
403,urn:cts:latinLit:phi0978.phi001:4.11.2,Scironian Rocks,['place'],356,371,https://topostext.org/place/380232LSki
404,urn:cts:latinLit:phi0978.phi001:4.11.2,Geranea,['place'],394,401,https://topostext.org/place/380231LGer
405,urn:cts:latinLit:phi0978.phi001:4.11.2,Megara,['place'],403,409,https://topostext.org/place/380233PMeg
406,urn:cts:latinLit:phi0978.phi001:4.11.2,Eleusis,['place'],415,422,https://topostext.org/place/380235PEle
407,urn:cts:latinLit:phi0978.phi001:4.11.2,Oinoe,['place'],424,429,https://topostext.org/place/380230FOin
408,urn:cts:latinLit:phi0978.phi001:4.11.2,Probalinthos,['place'],434,446,https://topostext.org/place/381239DPro
409,urn:cts:latinLit:phi0978.phi001:4.11.2,Piraeus,['place'],488,495,https://topostext.org/place/379236HPei
410,urn:cts:latinLit:phi0978.phi001:4.11.2,Phalerum,['place'],500,508,https://topostext.org/place/379237DPha
411,urn:cts:latinLit:phi0978.phi001:4.11.2,Isthmus,['place'],530,537,https://topostext.org/place/379230LIst
412,urn:cts:latinLit:phi0978.phi001:4.11.2,Athens,['place'],572,578,https://topostext.org/place/380237PAth
413,urn:cts:latinLit:phi0978.phi001:4.11.2,wall,['place'],613,617,https://topostext.org/place/380237FLW1
414,urn:cts:latinLit:phi0978.phi001:4.11.2,Athens,['place'],640,646,https://topostext.org/place/380237PAth
415,urn:cts:latinLit:phi0978.phi001:4.11.2,Attica,['place'],762,768,https://topostext.org/place/379239RAtt
416,urn:cts:latinLit:phi0978.phi001:4.11.2,Cephisia,['place'],796,804,https://topostext.org/place/381238DKep
417,urn:cts:latinLit:phi0978.phi001:4.11.2,Callirrhoe,['place'],814,824,https://topostext.org/place/380237BKal
418,urn:cts:latinLit:phi0978.phi001:4.11.2,Brilessus,['place'],859,868,https://topostext.org/place/381239LPen
419,urn:cts:latinLit:phi0978.phi001:4.11.2,Aegialeus,,870,879,https://topostext.org/people/1499
