reference,tagged_entity,start_pos,topostext_id
3.7.2,Dertona,345,449089UDer
3.7.2,Barderate,360,45185UVar
3.7.2,Industria,371,452080UInd
3.7.2,Pollentia,382,447079UPol
3.7.2,Carrea Potentia,393,45078UCar
3.7.2,Augusta of the Vagienni,436,44679UAug
3.7.2,Alba Pompeia,461,44780UAlb
3.7.2,Asta,475,44982UHas
3.7.2,Aquae Statiellorum,485,44785UAqu
3.7.2,Liguria,586,443083RLig
3.7.2,Varus,632,437072WVar
3.7.2,Macra,642,441094WMac
3.8.1,Etruria,80,430105RTyr
3.8.1,Macra,126,441094WMac
3.8.1,Etruria,433,430105RTyr
3.8.1,Luna,444,441100ULun
3.8.1,Luca,491,438105ULuc
3.8.1,Pisae,565,437104UPis
3.8.1,Arnus,601,437104WArn
3.8.1,Volaterrana,713,434109UVol
3.8.1,Populonium,754,430105UPop
3.8.1,Telamon,963,426112STal
3.8.1,Cosa,972,424113UCos
3.8.1,Graviscae,1025,422117UGra
3.8.1,Castrum novum,1036,420118UCNo
3.8.1,Pyrgi,1051,410120UPyr
3.8.1,Caere,1084,420121UAgy
3.8.1,Agylla,1124,420121UAgy
3.8.1,Alsium,1162,419121UAls
3.8.1,Fregenae,1170,419122UFre
3.8.1,Tiber,1194,419125WTib
3.8.1,Macra,1220,441094WMac
3.8.2,Lucus Feroniae,140,421126ULFe
3.8.2,Rusellana,156,428112URus
3.8.2,Sutrina,186,422122USut
3.8.2,Arnus,469,437104WArn
3.8.2,Faesulae,476,438113UFae
3.8.2,Ferentinum,486,417133UFer
3.8.2,Perusia,601,431124UPer
3.8.2,Crustumerium,897,420126UCru
3.9.1,Tiber,48,419125WTib
3.9.1,Apennines,174,425136LApe
3.9.1,Tiber,546,419125WTib
3.9.1,Tifernum,749,437124UTif
3.9.1,Perusia,759,431124UPer
3.9.1,Ocriculum,772,424125UOcr
3.9.1,Etruria,796,430105RTyr
3.9.1,Veii,929,420124UVei
3.9.1,Crustuminum,947,420126UCru
3.9.1,Latium,1004,417129RLat
3.9.2,Tiber,51,419125WTib
3.9.2,Anio,123,419125WAni
3.9.2,Latium,171,417129RLat
3.9.2,City,276,419125PRom
3.9.2,City,838,419125PRom
3.9.2,Tiber,878,419125WTib
3.9.3,Latium,0,417129RLat
3.9.3,Tiber,51,419125WTib
3.9.3,Circeii,60,412131LKir
3.9.3,Circeii,364,412131LKir
3.9.3,Latium,430,417129RLat
3.9.3,Liris,477,412138WLir
3.9.4,Ostia,19,418123UOst
3.9.4,Rome,56,419125PRom
3.9.4,Laurentum,74,417123ULau
3.9.4,Ardea,139,416125UArd
3.9.4,Antium,243,415126UAnt
3.9.4,Astura,279,414128UAst
3.9.4,Circeii,332,412131LKir
3.9.4,Rome,640,419125PRom
3.9.4,Circeii,1021,412131LKir
3.9.4,Athens,1120,380237PAth
3.9.4,Italy,1281,406163RIta
3.9.5,Circeii,43,412131LKir
3.9.5,Terracina,231,413133UTar
3.9.5,Anxur,281,413133SJAn
3.9.5,Caieta,411,412135UCai
3.9.5,Formiae,440,413136UFor
3.9.5,Hormiae,465,413136UFor
3.9.5,Minturnae,609,412138UMin
3.9.5,Liris,668,412138WLir
3.9.5,Sinuessa,711,411139USin
3.9.5,Latium,771,417129RLat
3.9.6,Campania,41,411146RCam
3.9.6,Setia,313,415131USet
3.9.6,Surrentum,473,406144USur
3.9.7,Volturnum,60,410139WVol
3.9.7,Liternum,113,409140ULit
3.9.7,Cumae,123,408141PCum
3.9.7,Misenum,151,408141HMis
3.9.7,Baiae,172,408141PBai
3.9.7,Bauli,179,408141UBau
3.9.7,Lucrine Lake,190,408141WLuc
3.9.7,Avernus,213,408141WAve
3.9.7,Puteoli,296,408141PDik
3.9.7,Dicaearchia,335,408141PDik
3.9.7,Cumae,422,408141PCum
3.9.8,Neapolis,28,408142PNea
3.9.8,Parthenope,83,408142PNea
3.9.8,Herculaneum,136,408143UHer
3.9.8,Pompeii,149,407145PPom
3.9.8,Vesuvius,175,408144LVes
3.9.8,Sarnus,252,407145WSar
3.9.8,Nuceria,277,407147UNuc
3.9.8,Surrentum,367,406144USur
3.9.8,Promontory,387,406143SMin
3.9.8,Circeii,474,412131LKir
3.9.8,Tiber,536,419125WTib
3.9.8,Italy,574,406163RIta
3.9.9,Capua,43,411143PCap
3.9.9,Aquinum,88,415137UAqu
3.9.9,Suessa,97,412139USue
3.9.9,Venafrum,105,415140UVen
3.9.9,Sora,115,417136USor
3.9.9,Teanum,121,412141UTea
3.9.9,Sidicinum,137,413140RSid
3.9.9,Nola,148,409145UNol
3.9.9,Abella,171,410146UAbe
3.9.9,Aricia,179,417127UAri
3.9.9,Alba Longa,187,417127UAlb
3.9.9,Bovillae,451,418126UBov
3.9.9,Calatia,461,410144UCal
3.9.9,Casinum,470,415138UCas
3.9.9,Alban Mount,670,418127LAlb
3.9.9,Forum Appi,852,415130UFAp
3.9.9,Rome,1284,419125PRom
3.9.11,Rome,25,419125PRom
3.9.11,Forum,524,419125SFRo
3.9.11,Praetorian encampment ,913,419125FCPr
3.9.12,Latium,106,417129RLat
3.9.12,Satricum,114,415128USat
3.9.12,Pometia,124,416128UPom
3.9.12,Scaptia,133,418132USca
3.9.12,Politorium,142,418124UPol
3.9.12,Tellene,154,419128UTel
3.9.12,Caenina,171,419126UCae
3.9.12,Ficana,180,418123UFic
3.9.12,Crustumerium,188,420126UCru
3.9.12,Medullum,212,420127UMed
3.9.12,Corniculum,222,420127UCor
3.9.12,Saturnia,234,427115UAur
3.9.12,Rome,279,419125PRom
3.9.12,Janiculum,300,419125LJan
3.9.12,Rome,327,419125PRom
3.9.12,Antemnae,333,419125UAnt
3.9.12,Collatia,354,419127UCol
3.9.12,Norbe,374,416130UNor
3.9.12,Sulmo,381,420139USul
3.9.12,Alban Mount,474,418127LAlb
3.9.12,Latium,1000,417129RLat
3.9.13,Stabiae,54,407145USta
3.9.13,Casilinum,354,411142UCas
3.9.13,Capitol,547,419125SCap
3.9.13,Surrentum,561,406144USur
3.9.13,Silarus,584,405150WSil
3.9.13,temple,725,405150SHer
3.9.13,Argive Juno,739,405150SHer
3.9.13,Salernum,817,407148USal
3.10.1,Silarus,34,405150WSil
3.10.1,Italy,69,406163RIta
3.10.1,Lucania,107,404160RLeu
3.10.1,Bruttium,119,392165RBre
3.10.1,Paestum,491,404150PPos
3.10.1,Posidonia,543,404150PPos
3.10.1,Paestum,566,404150PPos
3.10.1,Elea,587,402152PEle
3.10.1,Velia,606,402152PEle
3.10.1,Rhegium,746,381156PRhe
3.10.1,Buxentum,830,401155UPyx
3.10.1,Pyxus,858,401155UPyx
3.10.1,Laus,879,398158ULao
3.10.2,Bruttium,33,392165RBre
3.10.2,Blanda,70,399158UBla
3.10.2,Vibo,142,387161HVib
3.10.2,Temsa,202,390162UTem
3.10.2,Terina,242,389162UTer
3.10.2,Crotona,274,391171PCro
3.10.2,Terina,310,389162UTer
3.10.2,Consentia,343,393163UCon
3.10.2,Hippo,474,387161PHip
3.10.2,Vibo Valentia,492,387161PHip
3.10.2,Metaurus,539,384159UMet
3.10.2,Medma,598,385160UEmp
3.10.2,Scyllaion,623,383157LSky
3.10.2,Rhegium,706,381156PRhe
3.10.2,Sicily,730,376145RSic
3.10.2,Caenys,786,382156LCae
3.10.2,Pelorus,813,383157LPel
3.10.2,Rhegium,950,381156PRhe
3.10.2,Apennines,1000,425136LApe
3.10.2,Leucopetra,1038,380156ULeu
3.10.2,Locri,1103,382162PLoc
3.10.2,Zephyrium,1156,380161LZep
3.10.2,Silarus,1196,405150WSil
3.10.3,Porthmos,230,384241UPor
3.10.3,Gades,261,365-063PGad
3.10.3,Liguria,546,443083RLig
3.10.3,Sicily,571,376145RSic
3.10.3,Tuscan sea,596,409115WTyr
3.10.3,Tyrrhenian sea,681,409115WTyr
3.10.3,Sicily,752,376145RSic
3.10.3,Sardinia,950,402920ISar
3.10.3,Sicily,999,376145RSic
3.10.3,Tyrrhenian sea,1011,409115WTyr
3.10.3,Crete,1037,352252IKre
3.11.1,Baleares,40,397032IGym
3.11.1,Pityussae,159,389014IPit
3.11.1,Ebusus,245,389014IPit
3.11.1,Dianium,387,388001UDia
3.11.1,Dianium,407,388001UDia
3.11.1,New Carthage,452,376-09PCar
3.11.1,Pityussae,496,389014IPit
3.11.1,Baleares,537,397032IGym
3.11.1,Sucro,575,392-03USuc
3.11.1,Colubraria,582,387014UCol
3.11.1,Baleares,598,397032IGym
3.11.1,Gymnasiae,692,397032IGym
3.11.2,Palma,96,396026UPal
3.11.2,Pollentia,106,398031UPol
3.11.2,Sanisera,377,401041USan
3.11.3,Capraria,70,430098ICap
3.11.3,Palma,178,396026UPal
3.11.4,Ebusus,13,389014IPit
3.11.4,Colubraria,75,387014UCol
3.11.4,Ebusus,203,389014IPit
3.11.4,Ebusus,257,389014IPit
3.11.4,Rhodanus,458,437046WRho
3.11.4,Stoechades,550,432054ISto
3.11.4,Lero,785,435070ILer
3.11.4,Antipolis,808,436072UAnt
3.11.4,Lerina,819,435070IPla
3.12.1,Corsica,58,420090IKyr
3.12.1,Cyrnos,88,420090IKyr
3.12.1,Mariana,317,425950UMar
3.12.1,Aleria,360,421095PAla
3.12.1,Corsica,478,420090IKyr
3.12.2,Capraria,40,430098ICap
3.12.2,Dianium,106,423111IDia
3.12.2,Cosa,189,424113UCos
3.12.2,Ilva,260,428103IAit
3.12.2,Populonium,346,430105UPop
3.12.2,Aethalia,369,428103IAit
3.12.2,Planasia,415,426100IPla
3.12.2,Tiber,483,419125WTib
3.12.2,Antium,511,415126UAnt
3.12.2,Astura,530,414128UAst
3.12.2,Formiae,582,413136UFor
3.12.2,Pontiae,591,409130IPon
3.12.2,Puteoli,615,408141PDik
3.12.2,Pandateria,627,408134IPan
3.12.2,Prochyta,643,407140IPro
3.12.2,Aenaria,748,408139IPit
3.12.2,Pithecusa,896,408139IPit
3.12.2,Neapolis,1056,408142PNea
3.12.2,Surrentum,1137,406144USur
3.12.2,Capreae,1148,406143ICap
3.13.1,Sardinia,110,402920ISar
3.13.1,Corsica,191,420090IKyr
3.13.2,Sardinia,0,402920ISar
3.13.2,Caralis,171,392091UKar
3.13.2,Gades,216,365-063PGad
3.13.2,Gordis,256,410082LGor
3.13.2,Sulcis,324,391084USul
3.13.2,Caralis,370,392091UKar
3.13.3,Ad Turrim Libysonis,313,408084UPLi
3.13.3,Paestum,565,404150PPos
3.13.3,Velia,642,402152PEle
3.13.3,Italy,729,406163RIta
3.13.3,Vibo,789,387161HVib
3.14.1,Sicily,40,376145RSic
3.14.1,Trinacria,98,376145RSic
3.14.1,Bruttium,266,392165RBre
3.14.1,Rhegium,460,381156PRhe
3.14.1,Rhegium,566,381156PRhe
3.14.2,rock of Scylla,24,383157LSky
3.14.2,Charybdis,48,382156WCha
3.14.2,Pelorus,201,383157LPel
3.14.2,Italy,244,406163RIta
3.14.2,Pachynum,257,367151LPac
3.14.2,Peloponnesus,302,375222RPel
3.14.2,Lilybaion,361,378124ULil
3.14.2,promontory of Mercury,421,371110LHer
3.14.2,Caralis,461,392091UKar
3.14.2,Sardinia,472,402920ISar
3.14.2,Pelorus,600,383157LPel
3.14.2,Pachynum,611,367151LPac
3.14.2,Pachynum,626,367151LPac
3.14.2,Lilybaion,638,378124ULil
3.14.2,Lilybaion,662,378124ULil
3.14.2,Pelorus,675,383157LPel
3.14.3,Pelorus,81,383157LPel
3.14.3,Ionian Sea,104,408187WIon
3.14.3,Messana,136,382156PMes
3.14.3,Drepanum,247,380125UDre
3.14.3,Tauromenium,271,379153PTau
3.14.3,Naxos,300,378153UNax
3.14.3,Aetna,335,377150LAit
3.14.3,Tauromenium,486,379153PTau
3.14.3,Catina,502,375151PCat
3.14.3,Catina,658,375151PCat
3.14.3,Symaethus,681,374150WSym
3.14.4,Leontinum,37,373150PLeo
3.14.4,Megaris,51,372152PMeg
3.14.4,Syracuse,95,371153PSyr
3.14.4,Arethusa,126,371153WAre
3.14.4,Pachynum,323,367151LPac
3.14.4,Sicily,346,376145RSic
3.14.4,Camarina,410,369144PCam
3.14.4,Agrigentum,490,373136PAkr
3.14.4,Thermae,532,380137UThe
3.14.4,Selinus,592,376128PSel
3.14.4,Lilybaion,628,378124ULil
3.14.4,Drepana,661,380125UDre
3.14.4,Eryx,676,380126UEry
3.14.4,Panhormus,695,381134UPan
3.14.4,Solus,706,381135USol
3.14.4,Himera,716,380138PHim
3.14.4,Cephaloedis,755,380140PCep
3.14.4,Aluntium,768,381147PHal
3.14.4,Agathyrnum,778,382147UAga
3.14.4,Tyndaris,804,381150PTyn
3.14.4,Mylae,826,382152PMyl
3.14.4,Pelorus,842,383157LPel
3.14.5,Mytistratini,576,376139PMyt
3.14.5,Sicily,905,376145RSic
3.14.5,Gaulos,945,360143IGau
3.14.5,Melita,953,359144IMel
3.14.5,Camerina,975,369144PCam
3.14.5,Lilybaion,998,378124ULil
3.14.5,Cosyra,1009,368119IKos
3.14.5,Lopadusa,1045,355126ILop
3.14.5,Aegusa,1080,379123IAig
3.14.5,Soluntum,1120,381135USol
3.14.6,Sicily,16,376145RSic
3.14.6,Metaurus,41,384159UMet
3.14.6,Italy,89,406163RIta
3.14.6,Aeolian,129,385150IAio
3.14.7,Lipara,5,385150PLip
3.14.7,Italy,227,406163RIta
3.14.7,Sicily,294,376145RSic
3.14.7,Hiera,374,384150IHie
3.14.7,Strongyle,488,388152IStr
3.14.7,Lipara,529,385150PLip
3.14.7,Lipara,593,385150PLip
3.14.7,Didyme,878,386148IDid
3.14.7,Lipara,899,385150PLip
3.15.1,Locri,38,382162PLoc
3.15.1,Italy,68,406163RIta
3.15.1,Locri,441,382162PLoc
3.15.1,Caulon,498,384166PKau
3.15.1,Italy,594,406163RIta
3.15.1,Scylacium,622,388166UScy
3.15.1,Scylacium,637,388166UScy
3.15.1,Scylletium,712,388166UScy
3.15.1,Italy,737,406163RIta
3.15.1,Italy,913,406163RIta
3.15.1,Italy,1077,406163RIta
3.15.1,Sicily,1114,376145RSic
3.15.1,Petilia,1266,393171UPet
3.15.1,Lacinium,1332,390172SLac
3.15.1,Lacinium,1614,390172SLac
3.15.1,Caulon,1645,384166PKau
3.15.2,Lacinium,21,390172SLac
3.15.2,Acroceraunium,129,404194LKer
3.15.2,Epirus,160,395205REpe
3.15.2,Croton,242,391171PCro
3.15.2,Thurii,295,397164PTho
3.15.2,Crathis,334,397165WCra
3.15.2,Sybaris,346,397165PSyb
3.15.2,Siris,467,401165USir
3.15.2,Metapontum,595,404168PMet
3.15.2,Italy,638,406163RIta
3.15.2,Bruttium,675,392165RBre
3.15.2,Lucania,727,404160RLeu
3.15.2,Lucania,964,404160RLeu
3.15.2,Epirus,1109,395205REpe
3.16.1,Italy,79,406163RIta
3.16.1,Calabria,114,406176RCal
3.16.1,Apulia,124,410163RApu
3.16.1,Tarentum,203,405172PTar
3.16.1,Tarentum,389,405172PTar
3.16.1,Lacinium,432,390172SLac
3.16.1,Calabria,484,406176RCal
3.16.1,Messapia,569,405188RMes
3.16.1,Peucetia,625,409167RPeu
3.16.1,Tarentum,826,405172PTar
3.16.1,Brundusium,838,406179PBru
3.16.1,Tarentum,947,405172PTar
3.16.1,Uria,960,405176UHyr
3.16.1,Apulia,974,410163RApu
3.16.1,Messapia,982,405188RMes
3.16.1,Callipolis,1030,401180UKal
3.16.1,Tarentum,1075,405172PTar
3.16.1,Acra Iapygia,1145,398183LIap
3.16.1,Italy,1174,406163RIta
3.16.1,Hydruntum,1298,401185UHyd
3.16.1,Ionian,1331,408187WIon
3.16.1,Adriatic,1360,421170WAdr
3.16.1,Epirus,1590,395205REpe
3.16.1,Hydruntum,1903,401185UHyd
3.16.1,Soletum,1946,402182USol
3.16.1,Lupia,2018,404182ULup
3.16.1,Caelia,2035,406175UCae
3.16.1,Brundisium,2052,406179PBru
3.16.1,Hydruntum,2081,401185UHyd
3.16.1,Italy,2143,406163RIta
3.16.1,Dyrrachium,2264,413194PEpi
3.16.1,Illyria,2286,405195RIll
3.16.2,Brundusium,10,406179PBru
3.16.2,Illyria,99,405195RIll
3.16.2,Rudiae,177,403181URud
3.16.2,Egnatia,185,409174UEgn
3.16.2,Barium,198,411169UBar
3.16.2,Iapygia,318,400182RIap
3.16.2,Aufidus,349,412160WAuf
3.16.2,Canusium,412,412161UCan
3.16.3,Apulia,21,410163RApu
3.16.3,Salapia,175,414160UElp
3.16.3,Sipontum,230,416159USip
3.16.3,Uria,240,405176UHyr
3.16.3,Garganus,350,418161UGar
3.16.3,Iapygia,401,400182RIap
3.16.3,Garganus,442,418161UGar
3.16.3,Teanum,555,418152UTea
3.16.3,Larinum,580,418149ULar
3.16.3,Luceria,986,415153ULuc
3.16.3,Venusia,998,410158UVen
3.16.3,Canusium,1020,412161UCan
3.16.3,Arpi,1033,415156UArg
3.16.3,Argos Hippium,1055,415156UArg
3.16.4,Beneventum,92,411148PBen
3.16.4,Garganus,704,418161UGar
3.16.4,Calabria,868,406176RCal
3.17.1,Italy,125,406163RIta
3.17.1,Histonium,282,421147UHis
3.17.1,Ortona,303,424144UOrt
3.17.1,Alba,699,417127UAlb
3.17.1,Lake Fucinus,707,420135WFuc
3.17.1,Bovianum,1022,415145UBov
3.17.2,Lake Fucinus,252,420135WFuc
3.17.2,Picenum,325,430135RPic
3.17.2,Velinus,556,425127WVel
3.17.2,Nar,569,424124WNar
3.17.2,Reate,710,424129URea
3.17.2,Tiber,757,419125WTib
3.17.2,Anio,830,419125WAni
3.17.2,Tiber,901,419125WTib
3.17.2,Sublaqueum,987,419131USub
3.17.2,Reate,1044,424129URea
3.17.2,Italy,1179,406163RIta
3.17.2,Latium,1226,417129RLat
3.17.2,Picenum,1246,430135RPic
3.17.2,Apennines,1300,425136LApe
3.18.1,Picenum,55,430135RPic
3.18.1,Adria,357,426140UHat
3.18.1,Praetutia,459,427137UInt
3.18.1,Truentum,514,429139UCTr
3.18.1,Italy,607,406163RIta
3.18.1,Picenum,692,430135RPic
3.18.1,Cupra,720,430139UCup
3.18.1,Asculum,776,429136UAsc
3.18.1,Picenum,809,430135RPic
3.18.1,Potentia,894,434137UPot
3.18.1,Numana,904,435136UNum
3.18.1,Ancona,939,436135PAnc
3.18.1,Garganus,1094,418161UGar
3.18.1,Urbs Salvia,1350,432134UUrb
3.19.1,Ariminum,132,441126UAri
3.19.1,Ancona,145,436135PAnc
3.19.1,Adria,355,426140UHat
3.19.1,Italy,524,406163RIta
3.19.1,Aesis,788,435132UAes
3.19.1,Senogallia,795,437132USen
3.19.1,Fanum Fortunae,843,438130UFFo
3.19.1,Pisaurum,862,439129UPis
3.19.1,Hispellum,934,430127UHis
3.19.1,Tuder,948,428124UTud
3.19.2,Nequinum,455,425125UNeq
3.19.2,Interamna,1098,426126UInt
3.19.2,Ameria,1448,426124UAme
3.20.1,Ariminum,71,441126UAri
3.20.1,Padus,85,450120WEri
3.20.1,Apennines,100,425136LApe
3.20.1,Ariminum,174,441126UAri
3.20.1,Rubicon,242,442124WRub
3.20.1,Italy,272,406163RIta
3.20.1,Ravenna,339,444122PRav
3.20.1,Ancona,410,436135PAnc
3.20.1,Bononia,517,445113UBon
3.20.1,Felsina,542,445113UBon
3.20.1,Etruria,582,430105RTyr
3.20.1,Brixillum,591,449105UBri
3.20.1,Mutina,602,446109UMut
3.20.1,Parma,610,448103UPar
3.20.1,Placentia,621,450097UPla
3.20.1,Caesena,660,441122UCae
3.20.1,Claterna,669,444115UCla
3.20.1,Forum Livi,692,442120UFLi
3.20.1,Forum Corneli,738,444117UFCo
3.20.1,Rome,1143,419125PRom
3.20.2,Padus,4,450120WEri
3.20.2,Alps,104,441073LAlp
3.20.2,Eridanus,441,450120WEri
3.20.2,Apennines,917,425136LApe
3.20.2,Alps,931,441073LAlp
3.20.2,Adriatic,1103,421170WAdr
3.20.3,Apennines,74,425136LApe
3.20.3,Trebia,114,450096WTre
3.20.3,Placentia,134,450097UPla
3.20.3,Rhenus,204,507071WRhi
3.20.3,Alps,234,441073LAlp
3.20.3,Ticinus,296,452091WTic
3.20.3,Ravenna,668,444122PRav
3.20.3,Altinum,680,455124UAlt
3.20.4,Padus,26,450120WEri
3.20.4,Ravenna,46,444122PRav
3.20.4,Adriatic,292,421170WAdr
3.20.4,Spina,497,447121USpi
3.20.4,Delphi,637,385225SDel
3.20.4,Forum Corneli,740,444117UFCo
3.20.4,Padus,780,450120WEri
3.20.5,Atria,352,450121UAdr
3.20.5,Adriatic,456,421170WAdr
3.20.6,Alps,258,441073LAlp
3.20.6,Padus,517,450120WEri
3.20.6,Alps,625,441073LAlp
3.20.6,Nile,734,312301WNil
3.20.6,Egypt,742,271307REgy
3.20.6,Italy,837,406163RIta
3.20.6,Padus,928,450120WEri
3.20.6,Industria,1255,452080UInd
3.21.1,Padus,66,450120WEri
3.21.1,Segusio,278,451070USeg
3.21.1,Alps,311,441073LAlp
3.21.1,Augusta Taurinorum,331,45177UAug
3.21.1,Padus,370,450120WEri
3.21.1,Augusta Praetoria,462,457073UAug
3.21.1,Alps,523,441073LAlp
3.21.1,Italy,617,406163RIta
3.21.1,Eporedia,664,45579UEpo
3.21.1,Vercellae,816,453084UVer
3.21.1,Novaria,893,45486UNov
3.21.1,Ticinum,1089,452092UTic
3.21.1,Padus,1115,450120WEri
3.21.1,Laus Pompeia,1188,453094ULPo
3.21.1,Mediolanum,1218,455092UMed
3.21.2,Comum,29,45891UCom
3.21.2,Bergomum,36,457097UBer
3.21.2,Bergomum,445,457097UBer
3.21.2,Spina,630,447121USpi
3.21.2,Veii,853,420124UVei
3.22.1,Italy,62,406163RIta
3.22.1,Adriatic,84,421170WAdr
3.22.1,Venetia,119,457120REne
3.22.1,Altinum,194,455124UAlt
3.22.1,Opitergium,250,458125UOpi
3.22.1,Concordia,307,458128UIul
3.22.1,Aquileia,504,458134UAqu
3.22.1,Tergeste,714,456138UTer
3.22.1,Aquileia,777,458134UAqu
3.22.1,Ravenna,861,444122PRav
3.22.1,Italy,903,406163RIta
3.22.1,Istria,934,450139RHis
3.22.1,Ister,989,442277WIst
3.22.1,Danube,1016,442277WIst
3.22.1,Ister,1040,442277WIst
3.22.1,Adriatic,1056,421170WAdr
3.22.1,Padus,1091,450120WEri
3.22.1,Padus,1308,450120WEri
3.22.1,Danube,1368,442277WIst
3.22.1,Adriatic,1402,421170WAdr
3.22.1,Adriatic,1513,421170WAdr
3.22.1,Tergeste,1540,456138UTer
3.22.1,Alps,1656,441073LAlp
3.22.1,Ister,1705,442277WIst
3.22.1,Nauportus,1746,460143UNau
3.22.1,Aemona,1784,460145UEmo
3.22.1,Alps,1799,441073LAlp
3.23.1,Istria,33,450139RHis
3.23.1,Liburnia,178,440154RLib
3.23.1,Liburnia,293,440154RLib
3.23.1,Istria,361,450139RHis
3.23.1,Liburnia,435,440154RLib
3.23.1,Aquileia,559,458134UAqu
3.23.2,Istria,13,450139RHis
3.23.2,Pola,95,449138UPol
3.23.2,Tergeste,171,456138UTer
3.23.2,Italy,278,406163RIta
3.23.2,Ancona,310,436135PAnc
3.23.2,Pola,320,449138UPol
3.23.2,Cremona,395,451100UCre
3.23.2,Brixia,404,455102UBri
3.23.2,Acelum,495,458119UAce
3.23.2,Patavium,503,454119UPat
3.23.2,Opitergium,513,458125UOpi
3.23.2,Vicetia,538,455115UVic
3.23.2,Mantua,552,452108UMan
3.23.2,Padus,609,450120WEri
3.23.2,Massilia,745,433054PMas
3.23.2,Verona,856,454110UVer
3.23.2,Aquileia,1646,458134UAqu
3.23.3,Ticinus,260,452091WTic
3.23.3,Padus,408,450120WEri
3.23.4,Alps,38,441073LAlp
3.23.4,Italy,349,406163RIta
3.23.4,Italy,494,406163RIta
3.23.4,Var,522,437072WVar
3.23.4,Comum,610,45891UCom
3.23.4,Brixia,617,455102UBri
3.23.4,Verona,625,454110UVer
3.23.4,Vicetia,633,455115UVic
3.23.4,Opitergium,642,458125UOpi
3.23.4,Aquileia,654,458134UAqu
3.23.4,Tergeste,664,456138UTer
3.23.4,Pola,674,449138UPol
3.24.1,Alps,63,441073LAlp
3.24.1,Pola,102,449138UPol
3.24.1,Tergeste,127,456138UTer
3.24.1,Alps,587,441073LAlp
3.24.1,Italy,605,406163RIta
3.24.1,Alps,1216,441073LAlp
3.24.1,Alps,1283,441073LAlp
3.24.1,Rhenus,1565,507071WRhi
3.24.1,Rhodanus,1670,437046WRho
3.24.1,Alps,1708,441073LAlp
3.24.2,trophy,93,437074ATrA
3.24.2,Alps,115,441073LAlp
3.24.4,Italy,13,406163RIta
3.24.4,Italy,138,406163RIta
3.24.4,Padus,362,450120WEri
3.24.4,Italy,444,406163RIta
3.24.4,Italy,587,406163RIta
3.25.1,Encheleae,144,412205REnc
3.25.1,Illyricum,311,405195RIll
3.25.1,Scardona,444,438159USca
3.25.2,Absyrtium,309,447144UAps
3.25.2,Iadera,401,441152UIad
3.25.2,Pola,422,449138UPol
3.26.1,Scardona,10,438159USca
3.26.1,Liburnia,110,440154RLib
3.26.1,Dalmatia,140,435167RDal
3.26.1,Tragurium,353,415162UTra
3.26.1,Salona,535,435165USal
3.26.1,Iadera,576,441152UIad
3.26.1,Narona,1130,431176UNar
3.26.1,Salona,1187,435165USal
3.26.1,Italy,1733,406163RIta
3.26.1,Epidaurum,1910,426182UEpi
3.26.1,Epidaurum,1969,426182UEpi
3.26.1,Rhizinium,2042,425187URiz
3.26.1,Olcinium,2070,419192UOlc
3.26.1,Scodra,2177,420195USko
3.26.1,Nymphaion,2559,418196HNym
3.26.1,Lissum,2623,418196ULis
3.26.1,Epidamnum,2696,413194PEpi
3.26.2,Lissum,3,418196ULis
3.26.2,Macedonia,33,408225RMak
3.26.2,Dassaretae,93,407208RDas
3.26.2,Candavia,122,411203LCan
3.26.2,Dyrrhachium,160,413194PEpi
3.26.2,Epidamnum,254,413194PEpi
3.26.2,Dyrrhachium,334,413194PEpi
3.26.2,Aous,357,406195WAou
3.26.2,Aeas,378,406195WAou
3.26.2,Apollonia,388,407195PApo
3.26.2,Nymphaion,519,418196HNym
3.26.2,Oricum,615,403195UOri
3.26.2,Epirus,669,395205REpe
3.26.2,Oricum,781,403195UOri
3.26.2,Italy,833,406163RIta
3.27.1,Ister,90,442277WIst
3.27.1,Virunum,147,467144UVir
3.27.1,Teurnia,164,468134UTeu
3.27.1,Sabaria,341,472166USav
3.27.1,Scarabantia,412,477166USca
3.28.1,Pannonia,43,450190RPan
3.28.1,Alps,82,441073LAlp
3.28.1,Illyricum,141,405195RIll
3.28.1,Adriatic,261,421170WAdr
3.28.1,Dalmatia,284,435167RDal
3.28.1,Illyricum,297,405195RIll
3.28.1,Pannonia,331,450190RPan
3.28.1,Danube,386,442277WIst
3.28.1,Aemona,445,460145UEmo
3.28.1,Danube,545,442277WIst
3.28.1,Noricum,582,470150RNor
3.28.1,Alps,684,441073LAlp
3.28.1,Sirmium,1515,450196USir
3.28.1,Taurunum,1611,448204FTau
3.28.1,Danube,1652,442277WIst
3.29.1,Pannonia,22,450190RPan
3.29.1,Moesia,54,440205RMys
3.29.1,Danube,97,442277WIst
3.29.1,Euxine,119,435335WPon
3.29.1,Euxine,306,435335WPon
3.29.1,Rhodope,466,412253LRho
3.29.1,Haemus,496,428247LHae
3.29.2,Illyricum,15,405195RIll
3.29.2,Acroceraunia,158,404194LKer
3.29.2,Adriatic,398,421170WAdr
3.30.1,ADRIATIC,34,421170WAdr
3.30.1,Brundusium,234,406179PBru
3.30.1,Diomedia,331,424163IDio
3.30.2,Illyricum,13,405195RIll
3.30.2,Absyrtides,388,447144UAps
3.30.2,Electrides,550,000000IEle
3.30.2,Iader,847,441152UIad
3.30.2,Issa,1103,431162IIss
3.30.2,Pharia,1147,432166UPha
3.30.2,Issa,1207,431162IIss
